participant_id,condition,language,current_phase,donation_decision,donation_config,transparency1,transparency2,control1,control2,risk_traceability,risk_misuse,trust1,attention_check,age,gender,primary_language,education,eligible_to_vote_ch,open_feedback
170,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': '6months'}",5.0,5.0,6.0,6.0,4.0,6.0,4.0,voting,25-34,female,de,higher-vocational,eligible,"Ich dachte mir, dass ich ja nichts mega persönliches weitergebe und auch hoffe, dass ich vertrauen kann, dass nichts dummes gemacht wird. Aber vielleicht bin ich auch zu naiv und weiss gar nicht, was mit solchen Daten gemacht werden könnte.
Ich hoffe immer, dass alle im besten Interesse aller handeln :p"
171,B,de-DE,complete,0.0,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,voting,45-54,female,de,applied-sciences,eligible,
172,D,de-CH,survey,1.0,"{'scope': 'questions-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",,,,,,,,,,,,,,
173,B,de-CH,complete,1.0,,2.0,2.0,5.0,5.0,4.0,5.0,6.0,voting,35-44,male,de,university,eligible,"Es waren allgemeine Fragen, keine persönlichen Inhalte."
174,C,de,chatbot,,,,,,,,,,,,,,,,
175,A,de-DE,complete,1.0,,3.0,3.0,4.0,4.0,3.0,3.0,4.0,voting,35-44,male,de,university,eligible,Das Wissen dass es von der EPFL gemacht wird.
176,D,de-CH,consent,,,,,,,,,,,,,,,,
177,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss', 'retention': '1year'}",6.0,6.0,5.0,5.0,2.0,2.0,5.0,voting,35-44,male,de,applied-sciences,eligible,"Ich finde es ein interessantes Tool, was zukünftig helfen kann Informationen zu Abstimmungen für mehr Leute einfach zur Verfügung zu stellen."
178,D,en-US,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,5.0,5.0,5.0,2.0,voting,35-44,female,de,university,eligible,
179,A,de-CH,complete,1.0,,5.0,5.0,5.0,5.0,1.0,1.0,5.0,voting,55-64,female,de,vocational,eligible,
180,B,de-DE,complete,1.0,,6.0,6.0,5.0,6.0,1.0,3.0,5.0,voting,45-54,male,de,applied-sciences,eligible,
181,D,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss-or-eu', 'retention': '1year'}",6.0,6.0,3.0,5.0,2.0,5.0,5.0,voting,35-44,male,de,applied-sciences,eligible,Für qualifiziertere und kompetente AI
182,B,fr-CH,complete,1.0,,6.0,6.0,5.0,5.0,4.0,4.0,5.0,voting,35-44,female,fr,higher-vocational,not-eligible,Anonyme 
183,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'indefinite'}",6.0,5.0,5.0,5.0,3.0,3.0,2.0,voting,25-34,female,de,vocational,eligible,"Das keine persönlichen Daten von mir weitergegeben werden, alles andere ist ok."
184,A,fr-FR,chatbot,,,,,,,,,,,,,,,,
185,C,de-CH,consent,,,,,,,,,,,,,,,,
186,B,de-CH,complete,1.0,,4.0,4.0,3.0,4.0,4.0,4.0,4.0,voting,35-44,male,de,vocational,eligible,das verantwortungsvoll mit den danten umgegangen wird
187,A,de-DE,complete,1.0,,4.0,4.0,5.0,5.0,4.0,4.0,4.0,voting,35-44,male,de,vocational,eligible,"Meine Fragen, wenn sie spezifischer oder persönlicher wären, würde ich sie vielleicht nicht spenden."
188,D,de,chatbot,,,,,,,,,,,,,,,,
189,A,de-DE,complete,1.0,,5.0,5.0,3.0,4.0,3.0,4.0,4.0,voting,35-44,male,de,vocational,eligible,
190,B,de-CH,complete,1.0,,6.0,6.0,3.0,2.0,2.0,5.0,4.0,voting,25-34,female,de,applied-sciences,eligible,"Da stand etwas von ETH - das ist vertrauenswürdig auf den ersten Blick. Plus Fragen die da gestellt werden in dem Kontext sind ja nicht unbedingt persönlich, daher okay zum spenden, dass der Bot lernt."
191,C,de-CH,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,6.0,5.0,6.0,4.0,4.0,2.0,voting,35-44,female,de,applied-sciences,eligible,
192,D,de,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,4.0,5.0,5.0,5.0,5.0,4.0,voting,45-54,female,de,vocational,eligible,
193,C,en-GB,complete,0.0,"{'scope': 'questions-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,4.0,4.0,5.0,5.0,5.0,4.0,voting,18-24,female,en,matura,not-eligible,
194,B,de,complete,1.0,,5.0,5.0,5.0,4.0,2.0,4.0,5.0,voting,65+,male,de,applied-sciences,eligible,egal
195,A,de,complete,0.0,,4.0,3.0,4.0,4.0,5.0,5.0,4.0,voting,35-44,female,de,vocational,eligible,
196,D,de-DE,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,6.0,6.0,1.0,2.0,4.0,voting,35-44,male,de,university,eligible,Akademisch und/oder komerzieller Nutzen.
197,A,de-DE,complete,1.0,,3.0,2.0,4.0,4.0,5.0,4.0,4.0,voting,35-44,female,de,higher-vocational,eligible,wahlmöglichkeit
198,D,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,5.0,2.0,2.0,4.0,voting,25-34,male,de,vocational,eligible,
199,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,3.0,4.0,4.0,1.0,2.0,4.0,voting,35-44,female,de,university,eligible,"Dass keine persönlichen Daten bei der Datenspende weitergegeben werden. Es war klar, dass die Fragen nur dazu dienen den Chat-Boot zu trainieren und besser zu machen und das nur in Fragen die die Volksabstimmungen betrifft."
200,B,fr-FR,complete,0.0,,1.0,1.0,3.0,3.0,6.0,5.0,1.0,voting,45-54,female,fr,vocational,eligible,
201,C,de-DE,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,5.0,4.0,3.0,6.0,voting,35-44,female,de,vocational,eligible,
202,A,de,complete,1.0,,5.0,5.0,3.0,5.0,1.0,2.0,5.0,voting,35-44,male,de,university,eligible,
203,B,de-DE,complete,1.0,,5.0,5.0,6.0,6.0,2.0,2.0,6.0,voting,35-44,female,de,higher-vocational,eligible,Anonymisiert.
204,D,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",5.0,6.0,5.0,6.0,2.0,3.0,5.0,voting,55-64,male,de,vocational,eligible,Ich sah keine Gefahr für einen Missbrauch meiner Daten.
205,B,de-DE,complete,1.0,,3.0,4.0,1.0,1.0,1.0,4.0,3.0,voting,55-64,male,de,vocational,eligible,
206,A,fr-CH,complete,1.0,,5.0,6.0,5.0,6.0,3.0,2.0,4.0,voting,35-44,male,fr,higher-vocational,eligible,
207,D,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,6.0,1.0,2.0,5.0,voting,35-44,female,de,vocational,eligible,"Für gewisse studien
Nur in der schweiz"
208,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss-or-eu', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,6.0,6.0,6.0,6.0,voting,35-44,female,de,university,not-eligible,
209,A,de-DE,complete,1.0,,3.0,4.0,3.0,3.0,2.0,4.0,4.0,voting,35-44,male,de,vocational,eligible,"Auch wenn die Daten anonym sind, kann man die nicht gegen mich verwenden. Zu wenig Inhalt."
210,D,de,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': '1year'}",5.0,5.0,4.0,4.0,4.0,5.0,5.0,voting,65+,male,de,applied-sciences,eligible,Die Forschung zu unterstützen.
211,B,fr-FR,chatbot,,,,,,,,,,,,,,,,
212,C,de,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': '6months'}",6.0,6.0,5.0,5.0,6.0,4.0,5.0,voting,25-34,female,de,matura,eligible,Dass ich überhaupt die Entscheidung über die Verwendung meiner Daten habe. 
213,A,de-DE,complete,1.0,,5.0,6.0,3.0,4.0,1.0,1.0,6.0,voting,45-54,female,de,higher-vocational,eligible,"es ist wichtig, viele fragen zu sammeln, um genügend oder zufriedenstellend antwort zu erhalten via chatbot."
214,D,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,5.0,2.0,3.0,4.0,voting,35-44,male,de,vocational,eligible, 
215,B,de-DE,complete,0.0,,5.0,5.0,3.0,3.0,6.0,6.0,2.0,voting,65+,female,de,university,eligible,Vertrauen
216,C,fr,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,5.0,4.0,3.0,4.0,voting,45-54,female,other,university,not-sure,Discret 
217,B,de-DE,complete,1.0,,4.0,4.0,4.0,2.0,5.0,2.0,3.0,voting,35-44,female,de,vocational,eligible,"es geht um ein schweizer chatbot und darum, dass dieser zuverlässiger wird. wirkt vertrauenswürdiger als ein chatbot z.b. aus den usa oder anderen ländern."
218,D,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss-or-eu', 'retention': 'indefinite'}",5.0,5.0,5.0,5.0,2.0,2.0,4.0,voting,35-44,female,de,applied-sciences,eligible,Weiterentwicklung des Bots
219,A,en-GB,complete,1.0,,4.0,6.0,5.0,5.0,6.0,2.0,4.0,voting,25-34,female,de,higher-vocational,eligible,"It wasn't personal at all, so I didn't mind sharing it."
220,C,en-US,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,4.0,5.0,4.0,6.0,1.0,voting,25-34,male,de,matura,eligible,
221,A,de-DE,complete,1.0,,6.0,6.0,6.0,6.0,4.0,5.0,6.0,voting,55-64,female,de,university,eligible,"Neue Technologien fördern, damit sie nicht am Menschen vorbei programmiert werden."
222,D,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,6.0,6.0,6.0,6.0,voting,35-44,female,de,matura,eligible,Das Leute darauf positive Errungenschaften haben.
223,B,de-DE,complete,1.0,,4.0,5.0,4.0,5.0,3.0,2.0,5.0,voting,55-64,male,de,higher-vocational,eligible,
224,C,de,complete,1.0,"{'scope': 'questions-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,5.0,5.0,5.0,4.0,voting,55-64,female,de,applied-sciences,eligible,Die Antwort war sehr hilfreich zum Ausfüllen des Stimmmaterials.
225,D,de-DE,complete,1.0,"{'scope': 'questions-only', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'indefinite'}",6.0,6.0,6.0,5.0,2.0,2.0,4.0,voting,35-44,female,de,applied-sciences,eligible,
226,C,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': '1year'}",3.0,5.0,6.0,3.0,1.0,1.0,6.0,voting,25-34,female,de,matura,not-eligible,"Das ich beeinflussen konnte was, wie und Wieland genutzt wird"
227,B,fr-CH,complete,1.0,,5.0,2.0,3.0,4.0,2.0,2.0,4.0,voting,35-44,female,fr,university,eligible,"Tant mieux si mes questions peuvent aider quelqu'un, je m'en fiche de les partager"
228,A,de-CH,complete,1.0,,5.0,5.0,5.0,5.0,4.0,5.0,5.0,voting,25-34,female,de,vocational,not-eligible,Anonymität 
229,D,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,6.0,1.0,4.0,6.0,voting,35-44,female,de,university,eligible,
230,B,de,complete,1.0,,6.0,6.0,6.0,6.0,4.0,3.0,6.0,voting,25-34,female,de,higher-vocational,eligible,
231,A,de-CH,complete,1.0,,5.0,6.0,6.0,6.0,1.0,4.0,6.0,voting,45-54,male,other,university,eligible,Um die Entwicklung von KI zu unterstützen 
232,C,de-CH,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,6.0,5.0,5.0,4.0,tax,35-44,female,de,vocational,eligible,
233,B,de-CH,complete,1.0,,4.0,4.0,3.0,4.0,5.0,2.0,5.0,voting,35-44,female,de,higher-vocational,eligible,"Ich wollte helfen, das ""System"" besser zu machen. Es hat Lücken, oder zumindest viele Dinge die für mich schwer nachvollziehbar sind. Hätte gehofft etwas positives zu machen. Jedoch vertraue ich nicht grundsätzlich meine Meinungsdaten an. Bin eher skeptisch"
234,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",3.0,2.0,2.0,4.0,2.0,4.0,5.0,voting,35-44,female,de,university,eligible,"bin selbst wissenschaftlerin und weiss, wie wertvoll es ist, rückmeldungen zu bekommen"
235,A,de,complete,1.0,,3.0,3.0,4.0,3.0,1.0,1.0,5.0,voting,55-64,female,de,higher-vocational,not-eligible,"Um die Chatbot Antworten zu verbessern
"
236,D,de-CH,complete,1.0,"{'scope': 'questions-only', 'purpose': 'commercial', 'storage': 'swiss-or-eu', 'retention': 'until-fulfilled'}",5.0,5.0,6.0,5.0,1.0,2.0,6.0,voting,25-34,female,de,vocational,eligible,Dass es nicht auf mich zurückgeführt werden kann.
237,D,fr-CH,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,4.0,4.0,1.0,1.0,4.0,voting,25-34,female,fr,applied-sciences,eligible,
238,B,de-DE,consent,,,,,,,,,,,,,,,,
239,C,de-DE,complete,1.0,"{'scope': 'questions-only', 'purpose': 'commercial', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,6.0,4.0,5.0,3.0,4.0,6.0,voting,35-44,female,de,university,not-eligible,Optimization des tools
240,A,de-CH,complete,1.0,,5.0,5.0,5.0,5.0,2.0,2.0,4.0,voting,35-44,male,de,vocational,eligible,Anonymität 
241,C,de-CH,complete,1.0,"{'scope': 'questions-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,5.0,3.0,4.0,5.0,5.0,3.0,voting,25-34,female,de,vocational,eligible,
242,A,de,complete,1.0,,2.0,2.0,2.0,5.0,2.0,2.0,5.0,voting,25-34,male,de,university,eligible,die daten waren nicht auf mich persönlich bezogen oder konnten nicht mit mir in verbindung gebracht werden
243,D,de-DE,consent,,,,,,,,,,,,,,,,
244,B,de-DE,chatbot,,,,,,,,,,,,,,,,
245,C,de-CH,complete,1.0,"{'scope': 'questions-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,5.0,5.0,6.0,5.0,4.0,5.0,voting,45-54,female,de,matura,not-eligible,Wahlmöglichkeiten zu haben und bewusst zu entscheiden 
246,D,en-GB,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,5.0,6.0,6.0,2.0,2.0,6.0,voting,18-24,female,de,matura,eligible,
247,A,fr-FR,chatbot,,,,,,,,,,,,,,,,
248,B,de,complete,1.0,,6.0,6.0,6.0,6.0,1.0,1.0,6.0,voting,45-54,female,de,vocational,eligible,"Daten für KI Chat müssen geliefert werden, damit eine gute Antwort und weniger Fehlerhaftes im Netz landet, was vielleicht verherende Auswirkungen auf die Menschen hätte. Chatbot brauch sinnvolle Fakten. Das Experiment war spannend ;-)"
249,D,de-DE,chatbot,,,,,,,,,,,,,,,,
250,A,de-CH,complete,1.0,,3.0,5.0,6.0,5.0,2.0,3.0,4.0,voting,35-44,female,de,higher-vocational,eligible,
251,C,en-GB,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",5.0,5.0,6.0,6.0,1.0,1.0,4.0,voting,25-34,female,en,university,eligible,the fact that I even got a choice.
252,B,de-DE,chatbot,,,,,,,,,,,,,,,,
253,C,gsw,chatbot,,,,,,,,,,,,,,,,
254,A,de-CH,complete,1.0,,5.0,5.0,5.0,5.0,1.0,1.0,6.0,voting,45-54,male,de,university,eligible,Um die Entwicklung von KI zu unterstützen 
255,B,de-DE,chatbot,,,,,,,,,,,,,,,,
256,D,de,complete,0.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,3.0,3.0,4.0,5.0,5.0,3.0,voting,65+,female,de,vocational,eligible,ANONYMISIERT
257,C,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,5.0,5.0,5.0,3.0,3.0,5.0,voting,35-44,female,de,vocational,eligible,Das man am Schliss eine Wahl hat was mit den Daten passiert. Und gegebenenfalls auch ablehnen könnte. Sowie bei den Cookies die man immer auf Webseiten antrifft. 
258,A,de-CH,complete,1.0,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,voting,35-44,female,de,vocational,eligible,Um KI-Systeme verbessern zu können.
259,D,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss-or-eu', 'retention': 'until-fulfilled'}",5.0,5.0,5.0,5.0,3.0,4.0,4.0,voting,65+,male,de,vocational,eligible,Weiterentwicklung chatbot
260,B,de-DE,complete,1.0,,5.0,5.0,5.0,4.0,2.0,2.0,4.0,voting,35-44,male,de,matura,not-eligible,Datenschutz
261,B,gsw,complete,1.0,,4.0,6.0,4.0,5.0,3.0,3.0,5.0,voting,35-44,male,de,vocational,eligible,Anonymisiert
262,A,en-US,chatbot,,,,,,,,,,,,,,,,
263,D,de-DE,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,6.0,2.0,2.0,6.0,voting,35-44,female,de,higher-vocational,eligible,
264,C,de-DE,survey,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'swiss', 'retention': '6months'}",,,,,,,,,,,,,,
265,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",5.0,5.0,4.0,5.0,4.0,3.0,5.0,voting,65+,female,de,university,eligible,Wissenschaftliche Auswertung
266,A,fr-FR,complete,1.0,,3.0,3.0,2.0,1.0,4.0,3.0,4.0,voting,35-44,female,fr,university,not-eligible,
267,D,de,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': '6months'}",5.0,5.0,4.0,5.0,5.0,3.0,6.0,voting,25-34,male,de,vocational,eligible,"Sicherheit über die Dauer, Ort und Art de Verwendung/Speicherung"
268,B,de-DE,complete,1.0,,4.0,6.0,2.0,5.0,1.0,1.0,4.0,voting,35-44,male,de,university,eligible,Es sprach kein Grund dagegen
269,B,de-CH,complete,1.0,,5.0,5.0,3.0,2.0,3.0,5.0,5.0,voting,35-44,female,de,higher-vocational,eligible,
270,A,de,complete,1.0,,6.0,6.0,5.0,5.0,1.0,1.0,5.0,voting,35-44,female,de,higher-vocational,eligible,beitrag für einen guten zweck 
271,C,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",2.0,1.0,2.0,2.0,2.0,3.0,4.0,voting,35-44,female,de,university,eligible,
272,D,de-CH,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",6.0,4.0,5.0,5.0,2.0,2.0,6.0,voting,65+,female,de,higher-vocational,eligible,Infos zu Abstimmungen für alle zugänglich machen
273,D,de-DE,chatbot,,,,,,,,,,,,,,,,
274,C,fr-FR,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss-or-eu', 'retention': 'until-fulfilled'}",6.0,6.0,6.0,6.0,2.0,3.0,5.0,voting,18-24,female,fr,university,eligible,Le fait qu’elles soient sécurisées et que j’aie le contrôle dessus 
275,A,de-CH,complete,1.0,,6.0,6.0,5.0,5.0,1.0,1.0,5.0,voting,25-34,female,de,applied-sciences,eligible,
276,B,de-DE,complete,1.0,,5.0,5.0,4.0,4.0,4.0,4.0,4.0,voting,35-44,female,de,vocational,eligible,Anonymität
277,A,de,complete,1.0,,5.0,5.0,5.0,5.0,4.0,2.0,5.0,voting,18-24,female,de,higher-vocational,eligible,
278,D,de-DE,complete,1.0,"{'scope': 'questions-only', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",5.0,5.0,1.0,1.0,5.0,6.0,6.0,voting,35-44,female,de,vocational,eligible,"Sie werden so oder so im Netz irgendwo gespeichert, also spielt es keine Rolle ob ich die weiter gebe oder nicht."
279,B,de-DE,complete,0.0,,5.0,5.0,3.0,3.0,5.0,6.0,5.0,voting,45-54,male,de,vocational,not-eligible,
280,C,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': '6months'}",5.0,6.0,3.0,5.0,6.0,4.0,2.0,voting,45-54,female,de,university,eligible,
281,D,de-CH,complete,1.0,"{'scope': 'questions-only', 'purpose': 'commercial', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",4.0,5.0,3.0,4.0,5.0,4.0,4.0,voting,35-44,female,de,vocational,eligible,
282,B,de-DE,complete,1.0,,5.0,5.0,4.0,6.0,4.0,2.0,4.0,voting,25-34,female,de,higher-vocational,eligible,
283,A,de-CH,complete,1.0,,6.0,6.0,6.0,3.0,2.0,1.0,5.0,voting,35-44,male,de,university,eligible,Anonymität
284,C,en-US,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'no-preference', 'retention': 'until-fulfilled'}",5.0,6.0,6.0,6.0,1.0,1.0,5.0,voting,35-44,male,de,applied-sciences,not-eligible,
285,C,de-CH,complete,1.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': '6months'}",5.0,4.0,5.0,5.0,4.0,5.0,5.0,voting,25-34,female,de,applied-sciences,eligible,Das es geheim bleibt
286,B,de-DE,complete,1.0,,2.0,3.0,2.0,3.0,2.0,1.0,4.0,voting,25-34,female,de,university,eligible,Professionalität und Vertrauenswürdigkeit waren wichtig.
287,A,de-DE,complete,1.0,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,voting,55-64,male,de,applied-sciences,eligible,da es ausgewogene Fragen sind
288,D,de-DE,complete,0.0,"{'scope': 'topics-only', 'purpose': 'academic', 'storage': 'swiss', 'retention': '6months'}",4.0,4.0,4.0,4.0,2.0,3.0,3.0,voting,45-54,female,de,vocational,eligible,
289,A,fr,chatbot,,,,,,,,,,,,,,,,
290,D,de-DE,complete,1.0,"{'scope': 'full', 'purpose': 'academic', 'storage': 'swiss', 'retention': 'until-fulfilled'}",4.0,4.0,4.0,4.0,5.0,4.0,4.0,voting,25-34,female,de,applied-sciences,eligible,
291,B,de-CH,complete,1.0,,6.0,5.0,4.0,4.0,5.0,5.0,5.0,voting,25-34,female,de,vocational,eligible,/
